trip_id,load_id,driver_id,truck_id,route_id,customer_id,dispatch_date,dispatch_year,dispatch_month,dispatch_day_of_week,is_weekend,booking_type,actual_distance_miles,actual_duration_hours,total_revenue,actual_fuel_cost,allocated_maint_cost,true_total_cost,true_net_profit,revenue_per_mile,true_cost_per_mile,average_mpg,idle_time_hours,flag_anomaly_mpg,flag_excessive_idle
TRIP00022883,LOAD00022883,DRV00044,TRK00014,RTE00048,CUST00075,2022-10-19,2022,10,Wednesday,0,Dedicated,2294,42.4,7950.67,1909.53,107.61313922084345,2017.1431392208435,5933.526860779157,3.4658544027898865,0.8793126151790949,5.9,11.5,0,0
TRIP00022884,LOAD00022884,DRV00104,TRK00058,RTE00004,CUST00125,2022-10-19,2022,10,Wednesday,0,Contract,2022,35.2,4135.16,1432.71,94.85342960093526,1527.5634296009353,2607.5965703990646,2.045084075173096,0.7554715279925496,7.39,4.5,0,0
TRIP00022885,LOAD00022885,DRV00032,TRK00001,RTE00007,CUST00091,2022-10-19,2022,10,Wednesday,0,Dedicated,1634,31.3,4567.74,1659.2,76.65207911371326,1735.8520791137132,2831.8879208862863,2.795434516523868,1.0623329737538025,7.09,5.6,0,0
TRIP00022886,LOAD00022886,DRV00122,TRK00044,RTE00013,CUST00054,2022-10-19,2022,10,Wednesday,0,Contract,678,11.5,1309.85,1138.92,31.80545265550648,1170.7254526555066,139.1245473444933,1.9319321533923302,1.7267337059815733,7.02,11.3,0,1
TRIP00022887,LOAD00022887,DRV00013,TRK00071,RTE00005,CUST00046,2022-10-19,2022,10,Wednesday,0,Contract,1787,32.3,5406.67,271.05,83.82941577491162,354.87941577491165,5051.790584225088,3.0255567991046446,0.19858948840230087,6.99,10.7,0,1
TRIP00022888,LOAD00022888,DRV00014,TRK00008,RTE00036,CUST00148,2022-10-19,2022,10,Wednesday,0,Dedicated,257,4.6,867.4300000000001,1097.66,12.056049162927971,1109.7160491629281,-242.28604916292807,3.3752140077821013,4.3179612807896035,5.75,4.6,0,1
TRIP00022889,LOAD00022889,DRV00036,TRK00044,RTE00047,CUST00150,2022-10-19,2022,10,Wednesday,0,Dedicated,473,7.4,1209.8700000000001,334.67,22.18875974344331,356.85875974344333,853.0112402565568,2.557864693446089,0.7544582658423749,6.51,5.0,0,1
TRIP00022890,LOAD00022890,DRV00121,TRK00106,RTE00002,CUST00074,2022-10-19,2022,10,Wednesday,0,Spot,735,13.4,1703.82,760.91,34.47936239203136,795.3893623920313,908.4306376079686,2.318122448979592,1.0821623978122876,6.98,3.4,0,0
TRIP00022891,LOAD00022891,DRV00038,TRK00098,RTE00025,CUST00095,2022-10-19,2022,10,Wednesday,0,Spot,3253,60.1,5499.05,3338.83,152.60049777044628,3491.430497770446,2007.6195022295542,1.6904549646480174,1.0732955726315543,6.38,9.7,0,0
TRIP00022892,LOAD00022892,DRV00018,TRK00009,RTE00018,CUST00197,2022-10-19,2022,10,Wednesday,0,Spot,663,10.3,1371.37,294.95,31.101792198526248,326.05179219852624,1045.3182078014736,2.0684313725490195,0.4917824920038103,5.57,8.3,0,1
TRIP00022893,LOAD00022893,DRV00144,TRK00006,RTE00041,CUST00015,2022-10-19,2022,10,Wednesday,0,Dedicated,1234,23.0,3575.73,1185.95,57.88780026090707,1243.8378002609072,2331.8921997390926,2.897674230145867,1.0079722854626476,7.5,8.6,0,1
TRIP00022894,LOAD00022894,DRV00128,TRK00073,RTE00052,CUST00087,2022-10-19,2022,10,Wednesday,0,Dedicated,862,15.9,1821.4699999999998,1441.52,40.43702092779732,1481.9570209277972,339.5129790722026,2.113074245939675,1.719207680890716,5.84,11.6,0,1
TRIP00022895,LOAD00022895,DRV00103,TRK00103,RTE00005,CUST00114,2022-10-19,2022,10,Wednesday,0,Dedicated,1771,34.3,5185.49,1476.8,83.07884462079937,1559.8788446207993,3625.6111553792007,2.928001129305477,0.8807898614459624,5.78,4.0,0,0
TRIP00022896,LOAD00022896,DRV00118,TRK00014,RTE00026,CUST00191,2022-10-19,2022,10,Wednesday,0,Contract,2003,33.7,3665.79,1621.6399999999999,93.96212635542696,1715.602126355427,1950.187873644573,1.8301497753369944,0.8565162887445965,5.97,8.9,0,0
TRIP00022897,LOAD00022897,DRV00070,TRK00016,RTE00004,CUST00089,2022-10-19,2022,10,Wednesday,0,Spot,2167,37.2,4663.83,260.68,101.65548068507749,362.3354806850775,4301.494519314922,2.1522058144900784,0.16720603631060338,6.56,7.8,0,0
TRIP00022898,LOAD00022898,DRV00025,TRK00054,RTE00052,CUST00015,2022-10-19,2022,10,Wednesday,0,Dedicated,792,12.8,1506.27,1820.27,37.15327212855624,1857.4232721285562,-351.1532721285562,1.9018560606060606,2.3452314042027225,6.91,6.3,0,1
TRIP00022899,LOAD00022899,UNASSIGNED,TRK00060,RTE00008,CUST00115,2022-10-19,2022,10,Wednesday,0,Contract,789,13.2,2076.62,817.61,37.01254003716019,854.6225400371602,1221.9974599628397,2.6319645120405575,1.0831717871193411,6.11,6.5,0,1
TRIP00022900,LOAD00022900,DRV00087,TRK00097,RTE00011,CUST00160,2022-10-19,2022,10,Wednesday,0,Contract,587,9.2,944.26,1047.5500000000002,27.536579216493074,1075.0865792164932,-130.8265792164932,1.6086201022146507,1.8314933206413853,7.35,5.0,0,1
TRIP00022901,LOAD00022901,DRV00146,TRK00026,RTE00008,CUST00172,2022-10-19,2022,10,Wednesday,0,Contract,799,13.3,2168.73,0.0,37.48164700848035,37.48164700848035,2131.24835299152,2.714305381727159,0.046910697132015455,6.98,9.7,0,1
TRIP00022902,LOAD00022902,DRV00054,TRK00024,RTE00029,CUST00061,2022-10-19,2022,10,Wednesday,0,Spot,2735,46.2,7040.38,0.0,128.30075665606228,128.30075665606228,6912.079243343938,2.5741791590493603,0.046910697132015455,6.97,12.0,0,0
TRIP00022903,LOAD00022903,DRV00037,TRK00092,RTE00054,CUST00163,2022-10-19,2022,10,Wednesday,0,Dedicated,1585,26.9,3874.75,608.85,74.3534549542445,683.2034549542445,3191.5465450457555,2.4446372239747634,0.43104318924558016,6.7,3.0,0,0
TRIP00022904,LOAD00022904,DRV00041,TRK00076,RTE00040,CUST00005,2022-10-19,2022,10,Wednesday,0,Dedicated,1744,28.5,5311.179999999999,800.93,81.81225579823496,882.742255798235,4428.437744201765,3.045401376146789,0.5061595503430246,5.6,7.1,0,0
TRIP00022905,LOAD00022905,DRV00037,TRK00007,RTE00034,CUST00015,2022-10-19,2022,10,Wednesday,0,Dedicated,2330,37.2,5449.66,1409.06,109.301924317596,1518.361924317596,3931.2980756824036,2.3389098712446352,0.6516574782478953,7.48,9.0,0,0
TRIP00022906,LOAD00022906,DRV00049,TRK00002,RTE00024,CUST00072,2022-10-19,2022,10,Wednesday,0,Contract,1249,24.1,3113.73,578.01,58.5914607178873,636.6014607178873,2477.128539282113,2.492978382706165,0.5096889197100779,5.56,2.1,0,0
TRIP00022907,LOAD00022907,DRV00139,,RTE00008,CUST00171,2022-10-19,2022,10,Wednesday,0,Dedicated,755,13.3,2037.3899999999999,0.0,35.41757633467167,35.41757633467167,2001.9724236653283,2.698529801324503,0.04691069713201546,5.69,11.6,0,1
TRIP00022908,LOAD00022908,DRV00066,TRK00051,RTE00056,CUST00045,2022-10-19,2022,10,Wednesday,0,Contract,1821,31.0,4234.61,876.5,85.42437947740014,961.9243794774002,3272.6856205225995,2.325431081823174,0.5282396372747942,7.31,7.8,0,0
TRIP00022909,LOAD00022909,DRV00145,TRK00007,RTE00021,CUST00027,2022-10-19,2022,10,Wednesday,0,Contract,2248,44.2,5110.01,2804.19,105.45524715277074,2909.645247152771,2200.3647528472293,2.2731361209964414,1.2943261775590618,5.6,8.9,0,0
TRIP00022910,LOAD00022910,DRV00146,TRK00055,RTE00014,CUST00078,2022-10-19,2022,10,Wednesday,0,Contract,1232,21.0,2584.4799999999996,1371.34,57.793978866643045,1429.133978866643,1155.3460211333565,2.0977922077922075,1.1600113464826647,5.91,5.2,0,0
TRIP00022911,LOAD00022911,DRV00047,TRK00090,RTE00030,CUST00076,2022-10-19,2022,10,Wednesday,0,Dedicated,2214,37.1,6011.97,278.24,103.86028345028222,382.10028345028223,5629.869716549718,2.7154336043360434,0.17258368719524944,5.77,2.9,0,0
TRIP00022912,LOAD00022912,DRV00142,TRK00078,RTE00043,CUST00163,2022-10-19,2022,10,Wednesday,0,Contract,1536,29.9,2657.4900000000002,1195.1,72.05483079477574,1267.1548307947755,1390.3351692052247,1.73013671875,0.8249705929653487,5.63,3.4,0,0
TRIP00022913,LOAD00022913,DRV00110,TRK00007,RTE00021,CUST00040,2022-10-19,2022,10,Wednesday,0,Dedicated,2245,43.0,5929.54,900.3,105.31451506137469,1005.6145150613746,4923.925484938625,2.6412204899777283,0.4479351960184297,5.6,4.5,0,0
TRIP00022914,LOAD00022914,DRV00056,TRK00113,RTE00003,CUST00138,2022-10-19,2022,10,Wednesday,0,Spot,2061,39.5,5685.73,706.84,96.68294678908386,803.5229467890839,4882.207053210916,2.758723920426977,0.3898704254192547,6.84,6.9,0,0
TRIP00022915,LOAD00022915,DRV00074,TRK00045,RTE00043,CUST00038,2022-10-19,2022,10,Wednesday,0,Contract,1543,27.1,2987.69,0.0,72.38320567469985,72.38320567469985,2915.3067943253004,1.9362864549578742,0.046910697132015455,5.98,3.0,0,0
TRIP00022916,LOAD00022916,DRV00034,TRK00059,RTE00054,CUST00050,2022-10-19,2022,10,Wednesday,0,Spot,1599,26.4,3467.93,0.0,75.01020471409271,75.01020471409271,3392.919795285907,2.1688117573483425,0.046910697132015455,5.57,2.3,0,0
TRIP00022917,LOAD00022917,DRV00148,TRK00016,RTE00008,CUST00195,2022-10-19,2022,10,Wednesday,0,Contract,785,14.8,2019.22,2003.1399999999999,36.82489724863213,2039.964897248632,-20.744897248632014,2.572254777070064,2.5986813977689582,6.02,4.2,0,0
TRIP00022918,LOAD00022918,DRV00014,TRK00059,RTE00043,CUST00046,2022-10-19,2022,10,Wednesday,0,Contract,1593,24.7,2851.18,238.89,74.72874053130062,313.6187405313006,2537.561259468699,1.789817953546767,0.19687303234858794,5.85,3.5,0,0
TRIP00022919,LOAD00022919,DRV00026,TRK00030,RTE00014,CUST00023,2022-10-19,2022,10,Wednesday,0,Spot,1270,22.8,2556.0,1546.8999999999999,59.57658535765963,1606.4765853576596,949.5234146423404,2.0125984251968503,1.2649421931950076,6.65,6.8,0,0
TRIP00022920,LOAD00022920,DRV00061,TRK00035,RTE00048,CUST00139,2022-10-19,2022,10,Wednesday,0,Dedicated,2485,41.9,7349.75,1080.58,116.57308237305841,1197.1530823730584,6152.596917626942,2.957645875251509,0.48175174340968147,7.13,4.8,0,0
TRIP00022921,LOAD00022921,DRV00005,TRK00008,RTE00058,CUST00130,2022-10-19,2022,10,Wednesday,0,Contract,516,8.3,1393.56,879.72,24.205919720119976,903.92591972012,489.63408027988,2.7006976744186044,1.751794418062248,5.9,2.3,0,0
TRIP00022922,LOAD00022922,DRV00108,,RTE00029,CUST00077,2022-10-19,2022,10,Wednesday,0,Spot,2752,53.7,6995.139999999999,1445.21,129.09823850730652,1574.3082385073067,5420.831761492693,2.5418386627906973,0.572059679690155,6.69,2.3,0,0
TRIP00022923,LOAD00022923,DRV00148,TRK00115,RTE00019,CUST00042,2022-10-19,2022,10,Wednesday,0,Spot,1298,21.5,3634.8900000000003,2765.89,60.89008487735606,2826.780084877356,808.1099151226445,2.80037750385208,2.1777966755603666,6.95,10.7,0,1
TRIP00022924,LOAD00022924,DRV00053,TRK00001,RTE00033,CUST00111,2022-10-19,2022,10,Wednesday,0,Contract,173,3.2,556.65,757.18,8.115550603838674,765.2955506038386,-208.64555060383861,3.217630057803468,4.423673702912362,7.37,11.1,0,1
TRIP00022925,LOAD00022925,DRV00126,TRK00009,RTE00005,CUST00153,2022-10-19,2022,10,Wednesday,0,Dedicated,1834,28.5,5217.75,501.42,86.03421854011634,587.4542185401164,4630.295781459884,2.845010905125409,0.3203130962596054,6.93,7.4,0,0
TRIP00022926,LOAD00022926,DRV00134,TRK00071,RTE00043,CUST00106,2022-10-19,2022,10,Wednesday,0,Contract,1583,29.6,2519.42,2313.58,74.25963355998047,2387.8396335599805,131.5803664400196,1.5915476942514215,1.508426805786469,7.03,4.3,0,0
TRIP00022927,LOAD00022927,DRV00004,TRK00059,RTE00045,CUST00163,2022-10-19,2022,10,Wednesday,0,Spot,593,11.7,1652.99,556.03,27.818043399285166,583.8480433992852,1069.1419566007148,2.787504215851602,0.9845666836412904,6.11,8.2,0,1
TRIP00022928,LOAD00022928,DRV00028,TRK00043,RTE00010,CUST00072,2022-10-19,2022,10,Wednesday,0,Spot,94,1.6,296.72,1719.1,4.409605530409452,1723.5096055304093,-1426.7896055304093,3.1565957446808515,18.33520856947244,5.73,3.9,0,1
TRIP00022929,LOAD00022929,DRV00130,TRK00107,RTE00049,CUST00091,2022-10-19,2022,10,Wednesday,0,Dedicated,723,13.7,2005.12,393.29,33.91643402644718,427.2064340264472,1577.9135659735527,2.773333333333333,0.5908802683629976,7.41,3.9,0,0
TRIP00022930,LOAD00022930,DRV00125,TRK00002,RTE00044,CUST00066,2022-10-19,2022,10,Wednesday,0,Spot,2701,45.1,8427.93,1130.19,126.70579295357375,1256.8957929535738,7171.034207046427,3.120299888930026,0.4653446104974357,5.86,10.5,0,0
TRIP00022931,LOAD00022931,DRV00012,TRK00089,RTE00014,CUST00084,2022-10-19,2022,10,Wednesday,0,Dedicated,1181,18.9,2517.13,913.3,55.40153331291025,968.7015333129102,1548.42846668709,2.131354784081287,0.8202383855316767,6.94,7.5,0,1
TRIP00022932,LOAD00022932,DRV00020,TRK00103,RTE00028,CUST00033,2022-10-19,2022,10,Wednesday,0,Dedicated,2154,35.9,5033.87,846.32,101.04564162236129,947.3656416223613,4086.5043583776387,2.336987000928505,0.43981691811623086,6.23,11.4,0,1
TRIP00022933,LOAD00022933,DRV00038,TRK00052,RTE00043,CUST00049,2022-10-19,2022,10,Wednesday,0,Spot,1655,30.5,2942.36,1422.96,77.63720375348558,1500.5972037534857,1441.7627962465144,1.7778610271903323,0.9067052590655502,6.28,3.8,0,0
TRIP00022934,LOAD00022934,DRV00074,TRK00040,RTE00011,CUST00143,2022-10-19,2022,10,Wednesday,0,Dedicated,547,10.0,1145.3,2418.94,25.660151331212454,2444.6001513312126,-1299.3001513312126,2.0937842778793416,4.469104481409895,6.44,11.0,0,1
TRIP00022935,LOAD00022935,DRV00120,TRK00115,RTE00002,CUST00177,2022-10-19,2022,10,Wednesday,0,Dedicated,708,11.6,1586.6399999999999,333.3,33.21277356946694,366.51277356946696,1220.127226430533,2.241016949152542,0.5176734089964222,7.12,2.2,0,0
TRIP00022936,LOAD00022936,DRV00095,TRK00019,RTE00003,CUST00012,2022-10-19,2022,10,Wednesday,0,Dedicated,2126,34.4,5584.599999999999,552.04,99.73214210266485,651.7721421026648,4932.827857897335,2.626810912511759,0.3065720329739722,7.39,11.0,0,1
TRIP00022937,LOAD00022937,DRV00085,TRK00120,RTE00047,CUST00193,2022-10-19,2022,10,Wednesday,0,Dedicated,468,8.0,1221.44,1328.5,21.954206257783234,1350.4542062577832,-129.01420625778314,2.60991452991453,2.885585910807229,5.92,2.5,0,1
TRIP00022938,LOAD00022938,DRV00139,TRK00108,RTE00005,CUST00001,2022-10-19,2022,10,Wednesday,0,Dedicated,1717,28.4,5174.46,1894.69,80.54566697567054,1975.2356669756705,3199.2243330243296,3.0136633663366337,1.1503993401139607,6.94,11.7,0,1
TRIP00022939,LOAD00022939,DRV00080,TRK00111,RTE00039,CUST00007,2022-10-20,2022,10,Thursday,0,Dedicated,1029,19.8,2902.43,2592.77,48.271107348843906,2641.041107348844,261.38889265115586,2.820631681243926,2.5666094337695275,7.33,11.0,0,1
TRIP00022940,LOAD00022940,DRV00122,TRK00048,RTE00025,CUST00057,2022-10-20,2022,10,Thursday,0,Dedicated,3317,64.8,6389.35,491.81000000000006,155.60278238689526,647.4127823868953,5741.9372176131055,1.9262435936086826,0.1951802177832063,5.53,10.4,0,0
TRIP00022941,LOAD00022941,DRV00049,TRK00082,RTE00018,CUST00112,2022-10-20,2022,10,Thursday,0,Spot,708,11.9,1633.09,0.0,33.21277356946694,33.21277356946694,1599.877226430533,2.3066242937853105,0.04691069713201545,6.29,9.9,0,1
TRIP00022942,LOAD00022942,DRV00122,TRK00043,RTE00043,CUST00030,2022-10-20,2022,10,Thursday,0,Spot,1648,32.9,3079.56,1130.53,77.30882887356147,1207.8388288735614,1871.7211711264385,1.8686650485436893,0.7329119107242484,7.28,5.0,0,0
TRIP00022943,LOAD00022943,DRV00030,TRK00031,RTE00051,CUST00146,2022-10-20,2022,10,Thursday,0,Contract,1847,36.4,3865.62,1451.1,86.64405760283255,1537.7440576028325,2327.8759423971674,2.0929182458040065,0.8325631064444139,7.11,6.1,0,0
TRIP00022944,LOAD00022944,DRV00049,TRK00083,RTE00041,CUST00021,2022-10-20,2022,10,Thursday,0,Contract,1292,22.6,3693.4900000000002,1754.3500000000001,60.60862069456397,1814.9586206945642,1878.531379305436,2.8587383900928796,1.4047667342837185,5.58,3.0,0,0
TRIP00022945,LOAD00022945,DRV00017,TRK00070,RTE00001,CUST00115,2022-10-20,2022,10,Thursday,0,Dedicated,684,11.5,1431.02,1446.47,32.08691683829857,1478.5569168382985,-47.536916838298566,2.0921345029239764,2.1616329193542376,6.51,5.6,0,1
TRIP00022946,LOAD00022946,DRV00100,TRK00002,RTE00049,CUST00115,2022-10-20,2022,10,Thursday,0,Dedicated,708,13.4,2060.49,526.06,33.21277356946694,559.2727735694668,1501.217226430533,2.910296610169491,0.7899332960020718,7.18,7.2,0,1
TRIP00022947,LOAD00022947,DRV00017,TRK00073,RTE00040,CUST00015,2022-10-20,2022,10,Thursday,0,Contract,1719,28.5,4190.09,763.87,80.63948836993457,844.5094883699346,3345.5805116300653,2.437515997673066,0.49127951621287647,5.76,11.0,0,1
TRIP00022948,LOAD00022948,DRV00064,TRK00062,RTE00047,CUST00198,2022-10-20,2022,10,Thursday,0,Spot,490,9.1,1023.1899999999999,1574.3799999999999,22.986241594687574,1597.3662415946874,-574.1762415946874,2.088142857142857,3.2599311052952804,7.24,2.9,0,1
TRIP00022949,LOAD00022949,DRV00004,TRK00108,RTE00049,CUST00147,2022-10-20,2022,10,Thursday,0,Contract,707,13.6,1756.57,1279.45,33.16586287233493,1312.615862872335,443.95413712766504,2.4845403111739746,1.856599523157475,5.5,7.4,0,1
TRIP00022950,LOAD00022950,UNASSIGNED,TRK00058,RTE00041,CUST00119,2022-10-20,2022,10,Thursday,0,Contract,1251,21.6,3190.52,2693.23,58.685282112151334,2751.9152821121515,438.60471788784844,2.5503756994404476,2.1997724077635104,5.5,5.9,0,0
TRIP00022951,LOAD00022951,DRV00092,TRK00085,RTE00040,CUST00105,2022-10-20,2022,10,Thursday,0,Contract,1732,27.4,4419.66,572.55,81.24932743265077,653.7993274326507,3765.860672567349,2.551766743648961,0.3774822906655027,6.11,9.1,0,1
TRIP00022952,LOAD00022952,DRV00005,TRK00120,RTE00010,CUST00007,2022-10-20,2022,10,Thursday,0,Contract,98,1.6,264.1,1063.66,4.597248318937515,1068.2572483189376,-804.1572483189376,2.694897959183674,10.900584166519772,7.05,6.8,0,1
TRIP00022953,LOAD00022953,DRV00085,TRK00064,RTE00011,CUST00172,2022-10-20,2022,10,Thursday,0,Spot,578,9.0,1131.3,671.54,27.114382942304932,698.6543829423049,432.64561705769506,1.9572664359861591,1.2087446071666175,6.67,2.2,0,0
TRIP00022954,LOAD00022954,DRV00071,TRK00076,RTE00028,CUST00019,2022-10-20,2022,10,Thursday,0,Spot,2228,38.2,4312.83,283.26,104.51703321013044,387.7770332101304,3925.0529667898695,1.9357405745062837,0.1740471423743853,6.54,4.3,0,0
TRIP00022955,LOAD00022955,DRV00065,TRK00014,RTE00050,CUST00061,2022-10-20,2022,10,Thursday,0,Dedicated,719,13.4,1518.8200000000002,1401.92,33.72879123791911,1435.648791237919,83.17120876208105,2.1124061196105703,1.9967298904560766,6.81,7.3,0,1
TRIP00022956,LOAD00022956,DRV00050,TRK00041,RTE00015,CUST00148,2022-10-20,2022,10,Thursday,0,Contract,92,1.6,316.18,1520.54,4.315784136145422,1524.8557841361453,-1208.6757841361452,3.4367391304347827,16.57451939278419,6.93,3.5,0,1
TRIP00022957,LOAD00022957,DRV00090,TRK00063,RTE00007,CUST00127,2022-10-20,2022,10,Thursday,0,Contract,1562,25.1,4701.139999999999,1257.5,73.27450892020813,1330.774508920208,3370.3654910797914,3.009692701664532,0.8519683155699155,6.53,8.5,0,1
TRIP00022958,LOAD00022958,DRV00055,TRK00044,RTE00011,CUST00096,2022-10-20,2022,10,Thursday,0,Dedicated,581,10.0,1052.79,1418.29,27.255115033700978,1445.545115033701,-392.75511503370103,1.8120309810671256,2.4880294578893305,5.96,10.3,0,1
TRIP00022959,LOAD00022959,DRV00120,TRK00078,RTE00005,CUST00186,2022-10-20,2022,10,Thursday,0,Contract,1738,29.7,5328.15,790.33,81.53079161544287,871.8607916154428,4456.289208384556,3.0656789413118526,0.5016460250951915,6.54,2.4,0,0
TRIP00022960,LOAD00022960,DRV00025,TRK00065,RTE00006,CUST00101,2022-10-20,2022,10,Thursday,0,Dedicated,694,13.0,1785.93,1208.51,32.55602380961873,1241.0660238096186,544.8639761903814,2.573386167146974,1.788279573212707,6.13,2.5,0,0
TRIP00022961,LOAD00022961,DRV00092,TRK00057,RTE00028,CUST00134,2022-10-20,2022,10,Thursday,0,Dedicated,2187,34.1,4706.08,1740.0700000000002,102.5936946277178,1842.6636946277179,2863.4163053722823,2.1518427069044352,0.8425531296880283,7.06,5.7,0,0
TRIP00022962,LOAD00022962,DRV00013,TRK00064,RTE00041,CUST00019,2022-10-20,2022,10,Thursday,0,Dedicated,1276,20.0,3713.31,441.1,59.858049540451724,500.9580495404517,3212.3519504595483,2.910117554858934,0.39260035230442925,5.66,9.9,0,1
TRIP00022963,LOAD00022963,DRV00098,TRK00059,RTE00016,CUST00182,2022-10-20,2022,10,Thursday,0,Contract,2905,51.2,6396.04,880.02,136.2755751685049,1016.2955751685049,5379.744424831495,2.201734939759036,0.3498435714865766,6.37,3.1,0,0
TRIP00022964,LOAD00022964,DRV00047,TRK00035,RTE00031,CUST00022,2022-10-20,2022,10,Thursday,0,Spot,679,12.5,1608.9099999999999,206.27,31.852363352638495,238.1223633526385,1370.7876366473613,2.369528718703976,0.3506956750407047,6.58,10.7,0,1
TRIP00022965,LOAD00022965,DRV00023,TRK00006,RTE00030,CUST00160,2022-10-20,2022,10,Thursday,0,Spot,2146,38.9,5535.97,1168.3400000000001,100.67035604530517,1269.0103560453053,4266.959643954695,2.5796691519105313,0.5913375377657527,6.94,2.6,0,0
TRIP00022966,LOAD00022966,UNASSIGNED,TRK00106,RTE00016,CUST00190,2022-10-20,2022,10,Thursday,0,Contract,2914,50.2,8046.85,1290.63,136.69777144269304,1427.3277714426931,6619.522228557307,2.7614447494852437,0.4898173546474582,5.65,3.7,0,0
TRIP00022967,LOAD00022967,DRV00082,TRK00051,RTE00036,CUST00073,2022-10-20,2022,10,Thursday,0,Spot,260,5.2,741.5500000000001,841.28,12.19678125432402,853.476781254324,-111.92678125432394,2.852115384615385,3.282603004824323,6.61,4.1,0,1
TRIP00022968,LOAD00022968,DRV00149,TRK00058,RTE00020,CUST00161,2022-10-20,2022,10,Thursday,0,Contract,2243,38.8,4907.54,1200.52,105.22069366711067,1305.7406936671107,3601.7993063328895,2.187935800267499,0.582140300342002,7.27,9.6,0,0
TRIP00022969,LOAD00022969,DRV00065,TRK00023,RTE00002,CUST00092,2022-10-20,2022,10,Thursday,0,Dedicated,684,11.9,1625.9499999999998,1714.83,32.08691683829857,1746.9169168382984,-120.96691683829863,2.3771198830409355,2.553972100640787,6.27,9.8,0,1
TRIP00022970,LOAD00022970,DRV00023,TRK00024,RTE00030,CUST00081,2022-10-20,2022,10,Thursday,0,Spot,2249,39.3,6011.4800000000005,2982.5299999999997,105.50215784990276,3088.0321578499024,2923.447842150098,2.672956869719876,1.373068989706493,6.03,5.7,0,0
TRIP00022971,LOAD00022971,DRV00105,TRK00110,RTE00029,CUST00087,2022-10-20,2022,10,Thursday,0,Spot,2817,54.7,7869.74,2210.79,132.14743382088753,2342.9374338208877,5526.802566179113,2.793659921902733,0.8317136790276491,7.09,11.4,0,0
TRIP00022972,LOAD00022972,DRV00054,TRK00025,RTE00020,CUST00143,2022-10-20,2022,10,Thursday,0,Dedicated,2269,40.6,4057.58,286.55,106.44037179254306,392.9903717925431,3664.589628207457,1.7882679594535038,0.17319981127921688,5.55,8.4,0,0
TRIP00022973,LOAD00022973,DRV00012,TRK00115,RTE00017,CUST00190,2022-10-20,2022,10,Thursday,0,Dedicated,1150,19.0,2516.64,821.46,53.94730170181777,875.4073017018178,1641.2326982981822,2.188382608695652,0.7612237406102763,6.89,10.8,0,1
TRIP00022974,LOAD00022974,DRV00034,TRK00072,RTE00001,CUST00079,2022-10-20,2022,10,Thursday,0,Spot,678,11.4,1328.71,1055.94,31.80545265550648,1087.7454526555066,240.96454734449344,1.9597492625368733,1.6043443254505998,6.47,7.5,0,1
TRIP00022975,LOAD00022975,DRV00110,TRK00082,RTE00022,CUST00038,2022-10-20,2022,10,Thursday,0,Contract,576,9.1,1203.1000000000001,1815.67,27.020561548040902,1842.690561548041,-639.5905615480408,2.088715277777778,3.1991155582431268,6.89,7.6,0,1
TRIP00022976,LOAD00022976,DRV00133,TRK00073,RTE00015,CUST00024,2022-10-20,2022,10,Thursday,0,Dedicated,97,1.6,298.72,1962.14,4.550337621805499,1966.6903376218056,-1667.9703376218056,3.07958762886598,20.275158119812428,6.21,10.7,0,1
TRIP00022977,LOAD00022977,DRV00143,TRK00001,RTE00026,CUST00155,2022-10-20,2022,10,Thursday,0,Spot,1952,37.1,3977.85,1745.73,91.56968080169418,1837.2996808016942,2140.5503191983057,2.0378329918032785,0.9412395905746385,6.38,10.8,0,0
TRIP00022978,LOAD00022978,DRV00111,TRK00015,RTE00016,CUST00193,2022-10-20,2022,10,Thursday,0,Dedicated,2906,44.8,6588.41,0.0,136.3224858656369,136.3224858656369,6452.087514134363,2.2671748107364076,0.046910697132015455,5.64,6.2,0,0
TRIP00022979,LOAD00022979,DRV00114,TRK00071,RTE00045,CUST00129,2022-10-20,2022,10,Thursday,0,Spot,603,11.5,1727.45,0.0,28.28715037060532,28.28715037060532,1699.1628496293947,2.864759535655058,0.046910697132015455,6.89,7.0,0,1
TRIP00022980,LOAD00022980,DRV00032,TRK00079,RTE00007,CUST00158,2022-10-20,2022,10,Thursday,0,Dedicated,1552,26.3,4770.53,1362.0700000000002,72.80540194888799,1434.875401948888,3335.654598051112,3.0737951030927833,0.9245331198124279,6.5,7.8,0,0
TRIP00022981,LOAD00022981,DRV00144,TRK00096,RTE00027,CUST00060,2022-10-20,2022,10,Thursday,0,Dedicated,1292,20.1,2787.72,1080.22,60.60862069456397,1140.828620694564,1646.8913793054357,2.1576780185758513,0.8829942884632849,7.11,9.3,0,1
TRIP00022982,LOAD00022982,DRV00111,TRK00120,RTE00020,CUST00008,2022-10-20,2022,10,Thursday,0,Spot,2322,43.6,4647.91,0.0,108.92663874053989,108.92663874053989,4538.98336125946,2.001683893195521,0.046910697132015455,7.23,11.2,0,0
TRIP00022983,LOAD00022983,DRV00049,TRK00078,RTE00001,CUST00011,2022-10-20,2022,10,Thursday,0,Dedicated,663,10.8,1453.7600000000002,1624.2,31.101792198526248,1655.3017921985263,-201.54179219852608,2.1926998491704377,2.496684452788124,6.53,11.8,0,1
