trip_id,load_id,driver_id,truck_id,route_id,customer_id,dispatch_date,actual_distance_miles,actual_duration_hours,fuel_gallons_used,average_mpg,idle_time_hours,total_revenue,actual_fuel_cost,net_trip_margin,revenue_per_mile,flag_anomaly_mpg,flag_excessive_idle
TRIP00002713,LOAD00002713,DRV00059,TRK00101,RTE00006,CUST00033,2022-02-04,675,11.4,107.7,6.27,11.7,1762.89,1749.84,13.050000000000182,2.611688888888889,0,1
TRIP00002714,LOAD00002714,DRV00074,TRK00043,RTE00045,CUST00187,2022-02-04,643,10.5,104.4,6.16,12.0,1469.82,2749.95,-1280.1299999999999,2.2858786936236393,0,1
TRIP00002715,LOAD00002715,DRV00081,TRK00080,RTE00020,CUST00163,2022-02-04,2335,39.3,398.5,5.86,8.2,4905.0599999999995,562.62,4342.44,2.100668094218415,0,0
TRIP00002716,LOAD00002716,DRV00112,TRK00008,RTE00046,CUST00081,2022-02-04,2263,36.3,333.3,6.79,6.9,6926.21,247.42,6678.79,3.0606319045514803,0,0
TRIP00002717,LOAD00002717,DRV00029,TRK00096,RTE00007,CUST00193,2022-02-04,1594,26.0,219.3,7.27,11.5,5016.599999999999,2597.51,2419.0899999999992,3.1471769134253447,0,1
TRIP00002718,LOAD00002718,DRV00108,TRK00095,RTE00052,CUST00066,2022-02-04,854,13.2,132.2,6.46,10.0,1895.9,673.39,1222.5100000000002,2.220023419203747,0,1
TRIP00002719,LOAD00002719,DRV00049,TRK00098,RTE00041,CUST00030,2022-02-04,1215,20.5,171.4,7.09,8.0,3703.05,1084.97,2618.08,3.047777777777778,0,1
TRIP00002720,LOAD00002720,DRV00039,TRK00065,RTE00051,CUST00004,2022-02-04,1924,35.6,288.9,6.66,5.9,4182.530000000001,412.85,3769.6800000000007,2.173872141372142,0,0
TRIP00002721,LOAD00002721,DRV00143,TRK00110,RTE00033,CUST00150,2022-02-04,171,3.4,28.0,6.1,6.6,647.65,1533.51,-885.86,3.787426900584795,0,1
TRIP00002722,LOAD00002722,DRV00146,TRK00004,RTE00019,CUST00081,2022-02-04,1341,23.3,240.8,5.57,8.9,2999.2799999999997,1516.49,1482.7899999999997,2.2365995525727067,0,1
TRIP00002723,LOAD00002723,UNASSIGNED,,RTE00034,CUST00069,2022-02-04,2416,42.0,409.5,5.9,10.4,6192.5,1027.56,5164.9400000000005,2.5631208609271523,0,0
TRIP00002724,LOAD00002724,DRV00103,TRK00112,RTE00032,CUST00071,2022-02-04,2432,40.4,356.1,6.83,9.9,4762.3,932.68,3829.6200000000003,1.9581825657894738,0,0
TRIP00002725,LOAD00002725,DRV00109,TRK00004,RTE00035,CUST00181,2022-02-04,1288,22.7,194.9,6.61,7.5,2319.6,334.26,1985.34,1.8009316770186334,0,1
TRIP00002726,LOAD00002726,DRV00066,TRK00054,RTE00033,CUST00184,2022-02-04,171,3.0,29.3,5.83,4.8,469.35999999999996,1859.8600000000001,-1390.5000000000002,2.744795321637427,0,1
TRIP00002727,LOAD00002727,DRV00043,TRK00043,RTE00049,CUST00083,2022-02-04,723,13.1,116.6,6.2,8.2,1763.66,395.91,1367.75,2.4393637621023516,0,1
TRIP00002728,LOAD00002728,DRV00121,TRK00101,RTE00003,CUST00140,2022-02-04,2052,33.9,295.3,6.95,9.9,5694.37,955.51,4738.86,2.775034113060429,0,0
TRIP00002729,LOAD00002729,DRV00028,TRK00009,RTE00015,CUST00108,2022-02-04,91,1.7,13.9,6.54,3.4,303.97,2084.58,-1780.61,3.3403296703296705,0,1
TRIP00002730,LOAD00002730,DRV00139,TRK00120,RTE00056,CUST00052,2022-02-04,1771,33.4,302.2,5.86,2.8,4084.8900000000003,440.52,3644.3700000000003,2.3065443252399778,0,0
TRIP00002731,LOAD00002731,DRV00005,TRK00013,RTE00033,CUST00196,2022-02-04,180,3.0,25.4,7.1,5.4,484.84999999999997,879.47,-394.62000000000006,2.6936111111111107,0,1
TRIP00002732,LOAD00002732,DRV00123,TRK00004,RTE00043,CUST00189,2022-02-04,1561,26.1,275.8,5.66,8.8,2507.11,665.81,1841.3000000000002,1.6060922485586164,0,1
TRIP00002733,LOAD00002733,DRV00098,TRK00001,RTE00016,CUST00092,2022-02-04,2691,42.3,388.3,6.93,6.0,7657.66,0.0,7657.66,2.845655890003716,0,0
TRIP00002734,LOAD00002734,DRV00018,TRK00078,RTE00043,CUST00029,2022-02-04,1536,25.3,263.9,5.82,11.0,2421.5,228.23,2193.27,1.5764973958333333,0,1
TRIP00002735,LOAD00002735,DRV00123,TRK00071,RTE00031,CUST00069,2022-02-04,661,12.7,98.5,6.71,3.8,1775.81,258.84,1516.97,2.6865506807866866,0,0
TRIP00002736,LOAD00002736,DRV00082,TRK00006,RTE00049,CUST00096,2022-02-04,714,12.7,103.2,6.92,3.0,2122.88,1483.52,639.3600000000001,2.9732212885154063,0,0
TRIP00002737,LOAD00002737,DRV00069,TRK00014,RTE00036,CUST00009,2022-02-04,279,5.1,40.7,6.85,11.3,856.8000000000001,866.78,-9.979999999999905,3.070967741935484,0,1
TRIP00002738,LOAD00002738,DRV00017,TRK00111,RTE00058,CUST00135,2022-02-04,556,8.8,83.4,6.67,2.3,1421.4099999999999,0.0,1421.4099999999999,2.5564928057553953,0,0
TRIP00002739,LOAD00002739,DRV00005,TRK00103,RTE00046,CUST00047,2022-02-04,2394,43.9,373.5,6.41,5.7,7493.17,1963.58,5529.59,3.129979114452799,0,0
TRIP00002740,LOAD00002740,UNASSIGNED,TRK00048,RTE00007,CUST00135,2022-02-04,1664,32.5,299.3,5.56,10.1,4619.34,1219.4099999999999,3399.9300000000003,2.776045673076923,0,1
TRIP00002741,LOAD00002741,DRV00034,TRK00053,RTE00047,CUST00015,2022-02-04,503,8.7,67.4,7.46,9.5,1011.88,3920.7,-2908.8199999999997,2.01168986083499,0,1
TRIP00002742,LOAD00002742,DRV00029,TRK00101,RTE00043,CUST00038,2022-02-04,1530,27.0,233.2,6.56,5.9,2358.12,682.63,1675.4899999999998,1.5412549019607842,0,0
TRIP00002743,LOAD00002743,DRV00101,TRK00099,RTE00044,CUST00057,2022-02-04,2772,54.4,468.2,5.92,7.1,7493.76,1283.24,6210.52,2.7033766233766237,0,0
TRIP00002744,LOAD00002744,DRV00045,TRK00092,RTE00030,CUST00097,2022-02-04,2235,44.2,303.3,7.37,9.0,6748.67,708.21,6040.46,3.019539149888143,0,0
TRIP00002745,LOAD00002745,DRV00060,TRK00113,RTE00022,CUST00129,2022-02-04,590,11.3,95.3,6.19,2.1,1149.29,1073.16,76.12999999999988,1.9479491525423729,0,0
TRIP00002746,LOAD00002746,DRV00002,TRK00092,RTE00033,CUST00198,2022-02-04,179,3.5,26.9,6.65,10.4,590.41,1484.29,-893.88,3.298379888268156,0,1
TRIP00002747,LOAD00002747,DRV00118,TRK00091,RTE00051,CUST00167,2022-02-04,1962,35.6,337.1,5.82,9.9,3747.01,1930.76,1816.2500000000002,1.9097910295616718,0,0
TRIP00002748,LOAD00002748,DRV00003,TRK00031,RTE00030,CUST00160,2022-02-04,2201,39.1,307.4,7.16,4.0,6136.24,1243.46,4892.78,2.7879327578373467,0,0
TRIP00002749,LOAD00002749,DRV00033,TRK00053,RTE00048,CUST00177,2022-02-04,2354,40.2,346.7,6.79,7.6,6763.47,714.67,6048.8,2.8731818181818185,0,0
TRIP00002750,LOAD00002750,DRV00100,,RTE00018,CUST00190,2022-02-04,672,12.2,117.1,5.74,9.2,1551.54,1576.6999999999998,-25.159999999999854,2.308839285714286,0,1
TRIP00002751,LOAD00002751,DRV00056,TRK00050,RTE00050,CUST00004,2022-02-04,752,13.3,120.1,6.26,9.0,1709.69,704.71,1004.98,2.273523936170213,0,1
TRIP00002752,LOAD00002752,DRV00024,TRK00073,RTE00052,CUST00146,2022-02-04,809,12.9,140.5,5.76,3.1,1644.3400000000001,1841.5300000000002,-197.19000000000005,2.0325587144622994,0,0
TRIP00002753,LOAD00002753,DRV00125,TRK00001,RTE00044,CUST00169,2022-02-04,2632,43.3,408.7,6.44,8.2,8036.78,2603.08,5433.7,3.0534878419452887,0,0
TRIP00002754,LOAD00002754,DRV00053,TRK00062,RTE00046,CUST00147,2022-02-04,2392,45.4,394.1,6.07,3.4,5998.02,693.14,5304.88,2.507533444816054,0,0
TRIP00002755,LOAD00002755,DRV00133,TRK00051,RTE00035,CUST00158,2022-02-04,1207,23.0,190.4,6.34,6.9,2699.73,1666.6,1033.13,2.2367274233637118,0,0
TRIP00002756,LOAD00002756,DRV00144,TRK00008,RTE00044,CUST00008,2022-02-04,2665,47.5,377.5,7.06,6.2,9072.81,0.0,9072.81,3.4044315196998123,0,0
TRIP00002757,LOAD00002757,DRV00143,TRK00048,RTE00047,CUST00146,2022-02-04,514,10.0,84.8,6.06,5.9,1163.03,1138.73,24.299999999999955,2.262704280155642,0,1
TRIP00002758,LOAD00002758,DRV00069,TRK00049,RTE00001,CUST00133,2022-02-04,690,10.7,108.2,6.38,11.3,1381.69,659.33,722.36,2.002449275362319,0,1
TRIP00002759,LOAD00002759,DRV00020,TRK00082,RTE00035,CUST00182,2022-02-04,1219,21.0,186.4,6.54,9.4,2470.47,3400.06,-929.5900000000001,2.026636587366694,0,1
TRIP00002760,LOAD00002760,DRV00105,TRK00084,RTE00006,CUST00024,2022-02-04,662,12.0,95.0,6.97,8.8,1759.59,250.32,1509.27,2.657990936555891,0,1
TRIP00002761,LOAD00002761,DRV00061,TRK00052,RTE00044,CUST00021,2022-02-04,2619,47.9,427.9,6.12,4.3,7175.41,1006.05,6169.36,2.7397518136693395,0,0
TRIP00002762,LOAD00002762,DRV00092,TRK00114,RTE00005,CUST00054,2022-02-04,1838,32.7,300.8,6.11,5.5,4491.49,703.81,3787.68,2.4436833514689877,0,0
TRIP00002763,LOAD00002763,DRV00013,TRK00063,RTE00005,CUST00175,2022-02-04,1850,34.8,261.7,7.07,9.5,5069.929999999999,0.0,5069.929999999999,2.7405027027027025,0,0
TRIP00002764,LOAD00002764,DRV00127,TRK00023,RTE00054,CUST00128,2022-02-04,1667,29.2,245.1,6.8,10.2,3966.31,1191.75,2774.56,2.3793101379724053,0,1
TRIP00002765,LOAD00002765,DRV00038,TRK00018,RTE00015,CUST00174,2022-02-04,99,1.8,17.9,5.52,10.3,318.57,996.8199999999999,-678.25,3.217878787878788,0,1
TRIP00002766,LOAD00002766,DRV00133,TRK00014,RTE00027,CUST00015,2022-02-04,1313,20.6,198.6,6.61,3.0,2842.5699999999997,1980.6399999999999,861.9299999999998,2.1649428789032745,0,0
TRIP00002767,LOAD00002767,DRV00009,TRK00050,RTE00056,CUST00114,2022-02-04,1827,33.7,325.7,5.61,11.5,5132.19,815.62,4316.57,2.8090804597701147,0,1
TRIP00002768,LOAD00002768,DRV00002,TRK00105,RTE00008,CUST00116,2022-02-05,812,14.2,108.4,7.49,3.4,1835.1,757.01,1078.09,2.259975369458128,0,0
TRIP00002769,LOAD00002769,DRV00058,TRK00014,RTE00016,CUST00054,2022-02-05,2817,50.4,460.3,6.12,9.0,7794.740000000001,733.6,7061.14,2.767035853745119,0,0
TRIP00002770,LOAD00002770,DRV00130,TRK00068,RTE00054,CUST00185,2022-02-05,1544,25.9,218.4,7.07,10.7,3750.5099999999998,1153.7,2596.8099999999995,2.4290867875647666,0,1
TRIP00002771,LOAD00002771,DRV00015,TRK00091,RTE00052,CUST00097,2022-02-05,849,14.1,114.4,7.42,8.5,1584.6100000000001,835.99,748.6200000000001,1.866442873969376,0,1
TRIP00002772,LOAD00002772,DRV00053,TRK00105,RTE00012,CUST00144,2022-02-05,2488,47.3,364.8,6.82,8.0,6124.0599999999995,664.14,5459.919999999999,2.461438906752411,0,0
TRIP00002773,LOAD00002773,DRV00127,TRK00068,RTE00031,CUST00003,2022-02-05,655,10.9,100.0,6.55,10.5,1552.8999999999999,2066.94,-514.0400000000002,2.3708396946564885,0,1
TRIP00002774,LOAD00002774,DRV00017,TRK00111,RTE00001,CUST00066,2022-02-05,674,13.4,93.1,7.24,2.5,1385.35,1685.24,-299.8900000000001,2.055415430267062,0,0
TRIP00002775,LOAD00002775,DRV00014,TRK00018,RTE00052,CUST00137,2022-02-05,836,13.8,134.2,6.23,11.8,1763.5900000000001,1336.22,427.3700000000001,2.109557416267943,0,1
TRIP00002776,LOAD00002776,DRV00088,TRK00049,RTE00029,CUST00050,2022-02-05,2761,48.9,498.4,5.54,11.7,7738.21,0.0,7738.21,2.802683810213691,0,0
TRIP00002777,LOAD00002777,DRV00120,TRK00058,RTE00002,CUST00136,2022-02-05,686,10.8,96.6,7.1,8.9,1596.97,432.29,1164.68,2.327944606413994,0,1
TRIP00002778,LOAD00002778,DRV00098,TRK00078,RTE00047,CUST00189,2022-02-05,484,8.8,77.6,6.24,4.1,1279.3400000000001,2176.91,-897.5699999999997,2.643264462809918,0,1
TRIP00002779,LOAD00002779,DRV00107,TRK00064,RTE00021,CUST00122,2022-02-05,2198,33.9,338.2,6.5,3.1,5227.03,1125.92,4101.11,2.3780846223839855,0,0
TRIP00002780,LOAD00002780,DRV00142,TRK00097,RTE00051,CUST00146,2022-02-05,1983,32.7,303.2,6.54,11.4,4303.1,960.72,3342.38,2.1699949571356534,0,1
TRIP00002781,LOAD00002781,DRV00125,TRK00054,RTE00047,CUST00026,2022-02-05,502,8.4,78.0,6.44,8.9,1136.91,0.0,1136.91,2.264760956175299,0,1
TRIP00002782,LOAD00002782,DRV00078,TRK00097,RTE00015,CUST00077,2022-02-05,96,1.5,13.6,7.08,8.3,273.82,0.0,273.82,2.8522916666666664,0,1
TRIP00002783,LOAD00002783,DRV00003,TRK00019,RTE00028,CUST00119,2022-02-05,2286,36.1,409.7,5.58,10.9,4633.06,756.8399999999999,3876.2200000000003,2.0267104111986005,0,1
TRIP00002784,LOAD00002784,DRV00078,TRK00012,RTE00048,CUST00001,2022-02-05,2380,39.3,348.5,6.83,10.0,7109.150000000001,2404.25,4704.900000000001,2.9870378151260506,0,0
TRIP00002785,LOAD00002785,DRV00058,TRK00053,RTE00034,CUST00152,2022-02-05,2350,40.6,413.7,5.68,11.7,5090.13,2152.27,2937.86,2.166012765957447,0,0
TRIP00002786,LOAD00002786,DRV00110,TRK00026,RTE00039,CUST00091,2022-02-05,1025,18.1,176.4,5.81,11.1,2492.71,0.0,2492.71,2.431912195121951,0,1
TRIP00002787,LOAD00002787,DRV00099,TRK00071,RTE00030,CUST00087,2022-02-05,2165,43.3,363.9,5.95,2.8,6472.530000000001,1550.0900000000001,4922.4400000000005,2.9896212471131642,0,0
TRIP00002788,LOAD00002788,DRV00144,TRK00035,RTE00026,CUST00098,2022-02-05,2092,41.5,314.6,6.65,2.8,4208.91,912.9100000000001,3296.0,2.0119072657743784,0,0
TRIP00002789,LOAD00002789,DRV00114,TRK00070,RTE00017,CUST00079,2022-02-05,1131,20.6,193.0,5.86,4.8,2427.2,1567.12,860.0799999999999,2.1460654288240493,0,0
TRIP00002790,LOAD00002790,DRV00055,TRK00064,RTE00003,CUST00003,2022-02-05,1987,38.4,316.4,6.28,9.6,6306.2,1549.14,4757.0599999999995,3.1737292400603923,0,0
TRIP00002791,LOAD00002791,DRV00034,TRK00105,RTE00038,CUST00179,2022-02-05,1341,25.1,234.0,5.73,3.0,4319.56,1273.8600000000001,3045.7000000000003,3.221148396718867,0,0
TRIP00002792,LOAD00002792,DRV00057,TRK00105,RTE00005,CUST00062,2022-02-05,1773,33.7,257.3,6.89,8.3,4584.8099999999995,1072.69,3512.1199999999994,2.5859052453468694,0,0
TRIP00002793,LOAD00002793,DRV00090,TRK00002,RTE00031,CUST00151,2022-02-05,635,11.2,97.1,6.54,9.9,1392.1899999999998,2655.26,-1263.0700000000004,2.1924251968503934,0,1
TRIP00002794,LOAD00002794,DRV00010,TRK00059,RTE00015,CUST00090,2022-02-05,96,1.7,13.7,7.0,8.7,258.91,1908.73,-1649.82,2.696979166666667,0,1
TRIP00002795,LOAD00002795,DRV00145,TRK00009,RTE00043,CUST00186,2022-02-05,1670,30.4,245.2,6.81,5.7,2736.57,2180.51,556.06,1.6386646706586827,0,0
TRIP00002796,LOAD00002796,DRV00139,TRK00023,RTE00041,CUST00179,2022-02-05,1270,24.2,188.4,6.74,11.6,3600.55,1138.49,2462.0600000000004,2.8350787401574804,0,1
TRIP00002797,LOAD00002797,DRV00037,TRK00045,RTE00011,CUST00078,2022-02-05,583,11.5,85.1,6.85,9.2,1221.28,0.0,1221.28,2.094819897084048,0,1
TRIP00002798,LOAD00002798,DRV00013,TRK00039,RTE00002,CUST00058,2022-02-05,729,11.4,125.0,5.83,8.2,1812.8999999999999,0.0,1812.8999999999999,2.4868312757201645,0,1
TRIP00002799,LOAD00002799,DRV00023,TRK00069,RTE00010,CUST00192,2022-02-05,90,1.5,13.8,6.5,3.2,155.81,795.8,-639.99,1.7312222222222222,0,1
TRIP00002800,LOAD00002800,DRV00077,TRK00061,RTE00022,CUST00140,2022-02-05,597,10.7,96.1,6.21,3.7,1596.33,2016.6299999999999,-420.29999999999995,2.6739195979899497,0,1
TRIP00002801,LOAD00002801,DRV00010,TRK00091,RTE00018,CUST00195,2022-02-05,691,10.7,117.5,5.88,10.2,1564.48,0.0,1564.48,2.2640810419681623,0,1
TRIP00002802,LOAD00002802,DRV00134,TRK00039,RTE00003,CUST00112,2022-02-05,2157,35.0,383.1,5.63,8.2,6436.34,919.31,5517.030000000001,2.9839313861845156,0,0
TRIP00002803,LOAD00002803,DRV00002,TRK00036,RTE00048,CUST00185,2022-02-05,2360,37.4,411.1,5.74,9.8,8051.3,2186.45,5864.85,3.4115677966101696,0,0
TRIP00002804,LOAD00002804,DRV00091,TRK00006,RTE00015,CUST00041,2022-02-05,96,1.5,16.9,5.68,8.5,365.06,731.0999999999999,-366.0399999999999,3.8027083333333334,0,1
TRIP00002805,LOAD00002805,DRV00047,TRK00035,RTE00048,CUST00157,2022-02-05,2307,45.9,338.3,6.82,4.2,6561.7,4659.87,1901.83,2.844256610316428,0,0
TRIP00002806,LOAD00002806,DRV00084,TRK00078,RTE00042,CUST00102,2022-02-05,2609,41.5,449.1,5.81,8.6,6140.27,997.06,5143.210000000001,2.3534955921809124,0,0
TRIP00002807,LOAD00002807,DRV00051,TRK00038,RTE00042,CUST00169,2022-02-05,2627,47.1,364.9,7.2,6.4,6409.360000000001,537.48,5871.880000000001,2.4398020555767035,0,0
TRIP00002808,LOAD00002808,DRV00056,TRK00019,RTE00026,CUST00085,2022-02-05,1978,32.8,306.2,6.46,11.1,4400.52,670.75,3729.7700000000004,2.224732052578362,0,1
TRIP00002809,LOAD00002809,DRV00039,TRK00068,RTE00015,CUST00034,2022-02-05,92,1.8,15.1,6.08,7.7,373.86,2137.7200000000003,-1763.8600000000001,4.063695652173913,0,1
TRIP00002810,LOAD00002810,DRV00015,TRK00115,RTE00049,CUST00113,2022-02-05,719,11.3,114.3,6.29,6.5,1921.91,300.39,1621.52,2.6730319888734355,0,1
TRIP00002811,LOAD00002811,DRV00150,TRK00007,RTE00040,CUST00098,2022-02-05,1803,35.4,288.0,6.26,7.4,5246.24,0.0,5246.24,2.9097282307265666,0,0
TRIP00002812,LOAD00002812,DRV00002,TRK00098,RTE00004,CUST00076,2022-02-05,2008,34.9,287.7,6.98,2.2,4714.58,813.11,3901.47,2.347898406374502,0,0
TRIP00002813,LOAD00002813,DRV00145,TRK00025,RTE00045,CUST00010,2022-02-05,614,10.6,109.1,5.63,2.5,1729.73,607.32,1122.4099999999999,2.8171498371335506,0,0
TRIP00002814,LOAD00002814,DRV00064,TRK00080,RTE00015,CUST00140,2022-02-05,93,1.5,14.8,6.27,8.6,459.75,490.89,-31.139999999999986,4.943548387096774,0,1
TRIP00002815,LOAD00002815,DRV00108,TRK00026,RTE00047,CUST00143,2022-02-05,500,9.7,72.2,6.93,5.5,1071.93,1113.1,-41.169999999999845,2.14386,0,1
TRIP00002816,LOAD00002816,DRV00121,TRK00045,RTE00022,CUST00032,2022-02-05,568,10.0,84.5,6.72,8.9,1298.02,569.58,728.4399999999999,2.2852464788732396,0,1
TRIP00002817,LOAD00002817,DRV00012,TRK00073,RTE00046,CUST00080,2022-02-05,2306,44.3,311.2,7.41,4.3,6468.820000000001,519.0,5949.820000000001,2.8052124891587167,0,0
TRIP00002818,LOAD00002818,DRV00087,TRK00082,RTE00043,CUST00149,2022-02-05,1576,26.2,220.1,7.16,9.2,2557.94,821.37,1736.5700000000002,1.6230583756345178,0,1
TRIP00002819,LOAD00002819,DRV00032,TRK00008,RTE00002,CUST00085,2022-02-05,751,12.6,109.2,6.88,4.7,1506.11,1515.1499999999999,-9.039999999999964,2.005472703062583,0,1
TRIP00002820,LOAD00002820,DRV00095,TRK00105,RTE00028,CUST00174,2022-02-05,2318,43.0,409.5,5.66,5.8,4509.31,333.99,4175.320000000001,1.9453451251078517,0,0
TRIP00002821,LOAD00002821,DRV00121,TRK00079,RTE00045,CUST00063,2022-02-05,602,11.9,89.3,6.74,11.1,1738.1599999999999,1919.29,-181.1300000000001,2.8873089700996677,0,1
TRIP00002822,LOAD00002822,DRV00087,TRK00030,RTE00048,CUST00038,2022-02-05,2464,45.7,391.1,6.3,11.1,7892.42,0.0,7892.42,3.2030925324675326,0,0
TRIP00002823,LOAD00002823,DRV00053,TRK00110,RTE00014,CUST00146,2022-02-05,1212,22.6,203.0,5.97,8.1,2696.7,3578.94,-882.2400000000002,2.2249999999999996,0,1
TRIP00002824,LOAD00002824,DRV00070,TRK00086,RTE00015,CUST00108,2022-02-05,96,1.8,13.9,6.93,4.2,451.83000000000004,2099.51,-1647.6800000000003,4.7065625,0,1
TRIP00002825,LOAD00002825,DRV00001,TRK00060,RTE00014,CUST00030,2022-02-05,1180,19.6,167.1,7.06,5.1,3244.16,1244.59,1999.57,2.74928813559322,0,0
TRIP00002826,LOAD00002826,DRV00055,TRK00010,RTE00017,CUST00066,2022-02-05,1141,19.7,175.8,6.49,3.5,2257.47,442.71,1814.7599999999998,1.9785013146362838,0,0
TRIP00002827,LOAD00002827,UNASSIGNED,TRK00012,RTE00023,CUST00125,2022-02-05,1306,20.3,186.8,6.99,4.4,3549.63,1639.52,1910.1100000000001,2.717940275650842,0,0
TRIP00002828,LOAD00002828,DRV00030,TRK00093,RTE00039,CUST00108,2022-02-05,1078,17.2,157.8,6.83,6.6,2680.42,1387.8200000000002,1292.6,2.486474953617811,0,1
TRIP00002829,LOAD00002829,DRV00051,TRK00071,RTE00031,CUST00155,2022-02-05,640,10.9,100.5,6.37,9.9,1632.1799999999998,694.3,937.8799999999999,2.55028125,0,1
TRIP00002830,LOAD00002830,DRV00109,TRK00023,RTE00017,CUST00141,2022-02-05,1116,19.9,156.5,7.13,8.8,2835.73,1473.6,1362.13,2.5409767025089605,0,1
TRIP00002831,LOAD00002831,DRV00119,TRK00084,RTE00023,CUST00084,2022-02-05,1261,22.6,171.1,7.37,9.9,3173.96,2367.47,806.4900000000002,2.5170182394924665,0,1
TRIP00002832,LOAD00002832,DRV00078,TRK00050,RTE00054,CUST00146,2022-02-05,1652,27.4,233.3,7.08,10.7,3225.95,3105.33,120.61999999999989,1.9527542372881355,0,1
TRIP00002833,LOAD00002833,DRV00132,TRK00009,RTE00018,CUST00163,2022-02-05,689,13.8,102.2,6.74,9.0,1630.75,1809.91,-179.16000000000008,2.366835994194485,0,1
TRIP00002834,LOAD00002834,DRV00060,TRK00029,RTE00023,CUST00028,2022-02-05,1262,21.1,202.6,6.23,10.8,3187.55,1041.5,2146.05,2.5257923930269417,0,1
TRIP00002835,LOAD00002835,DRV00057,TRK00101,RTE00053,CUST00122,2022-02-05,776,13.0,124.8,6.22,6.7,1945.1599999999999,2616.72,-671.56,2.5066494845360823,0,1
TRIP00002836,LOAD00002836,DRV00141,TRK00023,RTE00009,CUST00157,2022-02-05,921,17.3,156.4,5.89,6.8,2137.15,1590.0700000000002,547.0799999999999,2.3204668838219327,0,1
TRIP00002837,LOAD00002837,DRV00058,TRK00093,RTE00039,CUST00028,2022-02-05,1031,18.3,168.2,6.13,6.7,2775.15,1116.9099999999999,1658.2400000000002,2.6917070805043646,0,1
TRIP00002838,LOAD00002838,DRV00094,TRK00054,RTE00026,CUST00052,2022-02-05,2105,34.3,311.4,6.76,5.0,4429.74,1668.59,2761.1499999999996,2.1043895486935864,0,0
TRIP00002839,LOAD00002839,DRV00064,,RTE00055,CUST00194,2022-02-05,1426,24.7,213.5,6.68,5.3,3618.57,1483.66,2134.91,2.5375666199158484,0,0
TRIP00002840,LOAD00002840,DRV00148,,RTE00020,CUST00135,2022-02-05,2243,38.9,299.9,7.48,9.9,4346.25,1281.21,3065.04,1.9376950512706197,0,0
TRIP00002841,LOAD00002841,DRV00101,TRK00060,RTE00057,CUST00110,2022-02-05,958,18.0,132.1,7.25,9.4,2986.6200000000003,711.5,2275.1200000000003,3.117557411273487,0,1
TRIP00002842,LOAD00002842,DRV00110,TRK00115,RTE00004,CUST00164,2022-02-05,2033,32.9,347.5,5.85,3.1,4626.29,1951.2199999999998,2675.07,2.275597638957206,0,0
TRIP00002843,LOAD00002843,DRV00013,TRK00007,RTE00016,CUST00163,2022-02-05,2680,49.7,383.4,6.99,7.8,7127.070000000001,1076.44,6050.630000000001,2.6593544776119407,0,0
TRIP00002844,LOAD00002844,DRV00013,TRK00115,RTE00039,CUST00028,2022-02-06,1055,16.5,187.7,5.62,9.0,2775.24,1146.46,1628.7799999999997,2.6305592417061607,0,1
TRIP00002845,LOAD00002845,DRV00146,,RTE00029,CUST00097,2022-02-06,2752,44.5,370.4,7.43,7.0,7801.99,1626.1999999999998,6175.79,2.8350254360465117,0,0
TRIP00002846,LOAD00002846,DRV00082,TRK00065,RTE00053,CUST00069,2022-02-06,818,13.1,144.0,5.68,4.5,2341.45,1785.25,556.1999999999998,2.862408312958435,0,1
TRIP00002847,LOAD00002847,DRV00144,TRK00041,RTE00035,CUST00123,2022-02-06,1253,22.1,182.9,6.85,6.6,2276.0,1518.1100000000001,757.8899999999999,1.8164405426975259,0,0
TRIP00002848,LOAD00002848,UNASSIGNED,TRK00095,RTE00052,CUST00173,2022-02-06,794,15.4,141.5,5.61,4.0,1799.25,877.4000000000001,921.8499999999999,2.266057934508816,0,0
TRIP00002849,LOAD00002849,DRV00015,TRK00110,RTE00052,CUST00040,2022-02-06,853,13.2,131.8,6.47,9.4,1710.8200000000002,1533.33,177.49000000000024,2.0056506447831186,0,1
TRIP00002850,LOAD00002850,DRV00058,TRK00002,RTE00045,CUST00028,2022-02-06,627,11.1,90.5,6.93,9.9,1619.8899999999999,1144.6599999999999,475.23,2.5835566188197765,0,1
TRIP00002851,LOAD00002851,DRV00084,TRK00050,RTE00030,CUST00071,2022-02-06,2110,34.7,382.2,5.52,7.2,6832.66,2666.91,4165.75,3.238227488151659,0,0
TRIP00002852,LOAD00002852,DRV00088,TRK00043,RTE00008,CUST00083,2022-02-06,810,13.6,129.8,6.24,4.3,2138.77,679.19,1459.58,2.640456790123457,0,1
TRIP00002853,LOAD00002853,DRV00001,TRK00064,RTE00041,CUST00160,2022-02-06,1302,25.8,232.5,5.6,8.4,3519.46,633.73,2885.73,2.7031182795698925,0,1
TRIP00002854,LOAD00002854,DRV00099,TRK00060,RTE00007,CUST00015,2022-02-06,1690,33.5,243.9,6.93,4.4,4448.33,561.77,3886.56,2.632147928994083,0,0
TRIP00002855,LOAD00002855,DRV00098,TRK00080,RTE00037,CUST00169,2022-02-06,2557,48.3,346.9,7.37,11.7,4228.52,3202.77,1025.7500000000005,1.6537035588580369,0,0
TRIP00002856,LOAD00002856,DRV00125,TRK00068,RTE00054,CUST00051,2022-02-06,1605,31.8,282.6,5.68,9.9,3081.0099999999998,952.76,2128.25,1.919632398753894,0,1
